"parameter","rmse","coverage","ci_width","signif","rel_bias","nsite","nseason","model","scenario","nconverged"
"psi(Int)",12.1066428887791,0.958105646630237,8.15760382842085,0.404371584699454,1.61866022912591,70,4,"dynamic",1,549
"psi(x)",6.94228722758219,0.375227686703097,5.07319121523574,0.0510018214936248,-1.27196499372565,70,4,"dynamic",1,549
"col(Int)",0.578665020239146,0.954462659380692,1.8558650374282,0.934426229508197,-0.063430161251947,70,4,"dynamic",1,549
"col(x)",0.575288502347118,0.954462659380692,1.71852836848023,0.863387978142076,0.151891198923667,70,4,"dynamic",1,549
"ext(Int)",2.96261845305299,0.967213114754098,2.59052753514435,0.939890710382514,0.200276609171713,70,4,"dynamic",1,549
"ext(x)",3.70895182139635,0.969034608378871,2.5169751682995,0.834244080145719,0.275752685145011,70,4,"dynamic",1,549
"p(Int)",0.185032884362747,0.918032786885246,0.660247133349677,1,-0.0210570349182394,70,4,"dynamic",1,549
"p(x)",0.149031577097305,0.901639344262295,0.516511002232067,0.947176684881603,0.00694528406671235,70,4,"dynamic",1,549
"psi(Int)",10.2243584889869,0.967153284671533,6.59720566237139,0.465328467153285,1.20451310123063,70,6,"dynamic",1,548
"psi(x)",5.46828174258059,0.343065693430657,3.95916251282981,0.041970802919708,-1.58326933388439,70,6,"dynamic",1,548
"col(Int)",0.299410707486484,0.972627737226277,1.16083644672642,0.998175182481752,-0.016087340424259,70,6,"dynamic",1,548
"col(x)",0.278321614064504,0.968978102189781,1.04380809638837,0.998175182481752,0.0475962084045136,70,6,"dynamic",1,548
"ext(Int)",0.438442248870765,0.963503649635037,1.52463756742055,0.992700729927007,0.0597158717328842,70,6,"dynamic",1,548
"ext(x)",0.370309449274968,0.958029197080292,1.30370351948447,0.903284671532847,0.0468237153029047,70,6,"dynamic",1,548
"p(Int)",0.16191122048002,0.903284671532847,0.591882106765142,1,-0.0230661128907913,70,6,"dynamic",1,548
"p(x)",0.124776648262743,0.936131386861314,0.460670576481892,0.996350364963504,0.0127780746889057,70,6,"dynamic",1,548
"psi(Int)",6.23957661848494,0.957952468007313,4.33694959632973,0.506398537477148,0.673506273385874,70,8,"dynamic",1,547
"psi(x)",3.84316525154042,0.310786106032907,2.92758883503041,0.036563071297989,-1.31292173123044,70,8,"dynamic",1,547
"col(Int)",0.231934786692644,0.959780621572212,0.911654025206138,1,-0.00837317749065818,70,8,"dynamic",1,547
"col(x)",0.21304648652872,0.948811700182815,0.816744446264261,0.998171846435101,0.0323342078257958,70,8,"dynamic",1,547
"ext(Int)",0.39400826846273,0.945155393053016,1.32301622869065,0.996343692870201,0.0447571562872643,70,8,"dynamic",1,547
"ext(x)",0.298646186732002,0.979890310786106,1.12420261838909,0.952468007312614,0.0230545306321488,70,8,"dynamic",1,547
"p(Int)",0.153144355992101,0.915904936014625,0.542821796726613,1,-0.0106075597139577,70,8,"dynamic",1,547
"p(x)",0.112359800277062,0.930530164533821,0.420792329197652,0.996343692870201,0.000720285932487075,70,8,"dynamic",1,547
"psi(Int)",2.14056407222909,0.956363636363636,2.84717783746854,0.638181818181818,0.363452263300587,80,10,"dynamic",1,550
"psi(x)",1.72160709899584,0.22,2.06270637362185,0.0418181818181818,-1.19671961102589,80,10,"dynamic",1,550
"col(Int)",0.186931646247649,0.952727272727273,0.722068855090085,1,-0.0151201590974962,80,10,"dynamic",1,550
"col(x)",0.165471637284851,0.949090909090909,0.643691608195385,1,0.0161930724126185,80,10,"dynamic",1,550
"ext(Int)",0.307462240563619,0.938181818181818,1.11345077335221,1,0.0394542533719873,80,10,"dynamic",1,550
"ext(x)",0.274883723622573,0.938181818181818,0.95374856319052,0.961818181818182,-0.00135224692477265,80,10,"dynamic",1,550
"p(Int)",0.126200189066549,0.92,0.478439560832276,1,-0.00487279775217206,80,10,"dynamic",1,550
"p(x)",0.100664259516279,0.923636363636364,0.371200191247989,0.998181818181818,-0.00070839280255941,80,10,"dynamic",1,550
"psi(Int)",5.59655860092634,0.954545454545455,3.49782509521741,0.661818181818182,0.491535302490598,80,12,"dynamic",1,550
"psi(x)",3.29168927547851,0.203636363636364,2.39016474721581,0.0345454545454545,-1.24408223518083,80,12,"dynamic",1,550
"col(Int)",0.16033927883612,0.958181818181818,0.638766504038498,1,-0.00492944647489939,80,12,"dynamic",1,550
"col(x)",0.146314499594908,0.952727272727273,0.566893857961427,1,0.00712450197550374,80,12,"dynamic",1,550
"ext(Int)",0.281910217187858,0.943636363636364,1.02906547103252,1,0.036870885809068,80,12,"dynamic",1,550
"ext(x)",0.235047047012229,0.947272727272727,0.888126604451289,0.985454545454545,-0.00646171242446314,80,12,"dynamic",1,550
"p(Int)",0.11695412020479,0.949090909090909,0.455330827514807,1,-0.00035930101308004,80,12,"dynamic",1,550
"p(x)",0.0916014899150635,0.941818181818182,0.352797408916928,1,0.0062353194121727,80,12,"dynamic",1,550
"psi(Int)",4.93342931426177,0.965454545454545,4.69591160112251,0.503636363636364,0.770834074556432,80,4,"dynamic",1,550
"psi(x)",3.50740342525794,0.278181818181818,3.22573942394576,0.0436363636363636,-1.16604724275867,80,4,"dynamic",1,550
"col(Int)",0.4578475961943,0.963636363636364,1.66839334057154,0.967272727272727,-0.0552218522023092,80,4,"dynamic",1,550
"col(x)",0.433163142412129,0.950909090909091,1.50848919971509,0.909090909090909,0.0991385415014299,80,4,"dynamic",1,550
"ext(Int)",3.69057819790337,0.967272727272727,2.87606497140932,0.972727272727273,0.200337143660128,80,4,"dynamic",1,550
"ext(x)",2.5377788184625,0.952727272727273,2.31471796410199,0.825454545454545,0.158275735063802,80,4,"dynamic",1,550
"p(Int)",0.174256094239929,0.92,0.619341603256049,1,-0.0214638499282923,80,4,"dynamic",1,550
"p(x)",0.135149660927372,0.918181818181818,0.486195978764787,0.978181818181818,0.0109583429992675,80,4,"dynamic",1,550
"psi(Int)",11.825604666099,0.952380952380952,8.16428571976742,0.547619047619048,1.52655384562521,80,6,"dynamic",1,546
"psi(x)",6.37922143469412,0.225274725274725,4.83397431693794,0.032967032967033,-1.81243851204889,80,6,"dynamic",1,546
"col(Int)",0.28179543282763,0.937728937728938,1.07339417411875,1,-0.0167538321258184,80,6,"dynamic",1,546
"col(x)",0.249678493213469,0.957875457875458,0.971786424823243,0.996336996336996,0.0423202492795107,80,6,"dynamic",1,546
"ext(Int)",0.505740371794522,0.952380952380952,1.44106973735011,0.992673992673993,0.0619041164122232,80,6,"dynamic",1,546
"ext(x)",0.373780667722666,0.941391941391941,1.22080368254689,0.904761904761905,0.00323817537807036,80,6,"dynamic",1,546
"p(Int)",0.153742407146269,0.917582417582418,0.555194118569678,1,-0.011200299576924,80,6,"dynamic",1,546
"p(x)",0.113991488575898,0.941391941391941,0.434465993262166,0.990842490842491,0.00635687781700134,80,6,"dynamic",1,546
"psi(Int)",8.66278914817305,0.959927140255009,5.00022641953098,0.602914389799636,0.97738765499428,80,8,"dynamic",1,549
"psi(x)",4.71893053841286,0.231329690346084,3.16856803834825,0.0255009107468124,-1.53482720171681,80,8,"dynamic",1,549
"col(Int)",0.215944391696434,0.950819672131147,0.853943589791294,1,-0.0115013706704235,80,8,"dynamic",1,549
"col(x)",0.202021144953994,0.948998178506375,0.769103243153867,1,0.0321585585230697,80,8,"dynamic",1,549
"ext(Int)",0.353530504023637,0.943533697632058,1.2347220099523,0.998178506375228,0.0413307845410972,80,8,"dynamic",1,549
"ext(x)",0.293865715025393,0.961748633879781,1.04867533168029,0.965391621129326,0.016684239698991,80,8,"dynamic",1,549
"p(Int)",0.141647172177196,0.921675774134791,0.510700895467666,1,-0.0197700261502961,80,8,"dynamic",1,549
"p(x)",0.102917959340121,0.947176684881603,0.397305467544468,1,0.0146048550264251,80,8,"dynamic",1,549
"psi(Int)",0.972566530840049,0.963570127504554,2.34012612212409,0.714025500910747,0.227529389180064,90,10,"dynamic",1,549
"psi(x)",1.32501873351193,0.147540983606557,1.75844638741096,0.029143897996357,-1.14869977649098,90,10,"dynamic",1,549
"col(Int)",0.172523529644835,0.954462659380692,0.68019348875593,1,-0.00328903521567746,90,10,"dynamic",1,549
"col(x)",0.154087487436098,0.961748633879781,0.606508996882576,1,0.0141906274543675,90,10,"dynamic",1,549
"ext(Int)",0.274562129169659,0.956284153005464,1.03354597403412,1,0.0250196891854863,90,10,"dynamic",1,549
"ext(x)",0.216305701002434,0.969034608378871,0.888483863297082,0.994535519125683,0.0116439000181627,90,10,"dynamic",1,549
"p(Int)",0.11879561510884,0.941712204007286,0.455087122363522,1,-0.00599944752083618,90,10,"dynamic",1,549
"p(x)",0.090506537548355,0.939890710382514,0.352729030919344,1,0.0187630563276824,90,10,"dynamic",1,549
"psi(Int)",6.03137592370372,0.970909090909091,3.21069955777885,0.738181818181818,0.463196861639428,90,12,"dynamic",1,550
"psi(x)",3.54843286066147,0.136363636363636,2.22641947368172,0.04,-1.24233501833008,90,12,"dynamic",1,550
"col(Int)",0.15451371736212,0.954545454545455,0.601755292484588,1,0.00397274649578329,90,12,"dynamic",1,550
"col(x)",0.130700782381007,0.967272727272727,0.534837926279697,1,0.00668410913788531,90,12,"dynamic",1,550
"ext(Int)",0.273626352274823,0.945454545454545,0.966340591452838,1,0.0390283955815837,90,12,"dynamic",1,550
"ext(x)",0.216703416888523,0.961818181818182,0.834730437652561,0.996363636363636,0.00965000024623941,90,12,"dynamic",1,550
"p(Int)",0.110616259898755,0.949090909090909,0.426990846677846,1,-0.00370976554699309,90,12,"dynamic",1,550
"p(x)",0.0913369025380812,0.927272727272727,0.330827172595306,1,0.0137776545466881,90,12,"dynamic",1,550
"psi(Int)",1.52292995245243,0.96526508226691,3.33454714668985,0.603290676416819,0.382371965906427,90,4,"dynamic",1,547
"psi(x)",1.49243848218933,0.243144424131627,2.36736539088236,0.0420475319926874,-1.19853046632246,90,4,"dynamic",1,547
"col(Int)",0.395779731785971,0.96526508226691,1.56366935934914,0.96709323583181,-0.030912615300168,90,4,"dynamic",1,547
"col(x)",0.404441080594487,0.945155393053016,1.42964106754472,0.926873857404022,0.101200032116238,90,4,"dynamic",1,547
"ext(Int)",0.448189328982256,0.961608775137112,1.59131869274006,0.983546617915905,0.0582356406023045,90,4,"dynamic",1,547
"ext(x)",0.406612207894827,0.961608775137112,1.38800878324473,0.893967093235832,0.0319027535589367,90,4,"dynamic",1,547
"p(Int)",0.162528845460786,0.937842778793419,0.588381261539775,1,-0.0164059323198161,90,4,"dynamic",1,547
"p(x)",0.118313132878882,0.952468007312614,0.459060638223331,0.996343692870201,0.00375604127274953,90,4,"dynamic",1,547
"psi(Int)",6.68299392708496,0.954296160877514,3.72787276936148,0.6654478976234,0.577036210708701,90,6,"dynamic",1,547
"psi(x)",3.74689222652421,0.180987202925046,2.46807558104225,0.0438756855575868,-1.3319641109926,90,6,"dynamic",1,547
"col(Int)",0.267625867948562,0.937842778793419,0.99591068009701,1,-0.00366369232530279,90,6,"dynamic",1,547
"col(x)",0.219600314474187,0.96709323583181,0.893283961429742,1,0.0238574334683623,90,6,"dynamic",1,547
"ext(Int)",0.36803026247117,0.954296160877514,1.30649121594619,1,0.0543286905361587,90,6,"dynamic",1,547
"ext(x)",0.303515274637796,0.956124314442413,1.11651616243295,0.956124314442413,0.0115410239947638,90,6,"dynamic",1,547
"p(Int)",0.147009641371641,0.904936014625229,0.524139954312913,1,-0.00197941467218521,90,6,"dynamic",1,547
"p(x)",0.110558871806742,0.917733089579525,0.408104698146525,1,0.018211155690824,90,6,"dynamic",1,547
"psi(Int)",1.84256787911878,0.961818181818182,3.13367831776651,0.674545454545455,0.383630766249144,90,8,"dynamic",1,550
"psi(x)",1.6495897453001,0.165454545454545,2.22689253727461,0.0381818181818182,-1.22814230999724,90,8,"dynamic",1,550
"col(Int)",0.210129243956218,0.950909090909091,0.792563010500038,1,-0.00137722394585732,90,8,"dynamic",1,550
"col(x)",0.180392605916471,0.952727272727273,0.709493091566837,1,0.0167566344309502,90,8,"dynamic",1,550
"ext(Int)",0.306086006881526,0.978181818181818,1.14525072193972,1,0.0446679336674133,90,8,"dynamic",1,550
"ext(x)",0.253726493912636,0.965454545454545,0.978263613236202,0.983636363636364,-0.00270716142766381,90,8,"dynamic",1,550
"p(Int)",0.131832566158249,0.918181818181818,0.48406873435684,1,-0.00730709292275268,90,8,"dynamic",1,550
"p(x)",0.0965468360372389,0.941818181818182,0.376822624724092,1,0.00501994913211568,90,8,"dynamic",1,550
"psi(Int)",0.924336957480213,0.963570127504554,1.82610576075393,0.877959927140255,0.166500994489176,100,10,"dynamic",2,549
"psi(x)",1.24178758313374,0.092896174863388,1.40528068052582,0.0327868852459016,-1.08033340397315,100,10,"dynamic",2,549
"col(Int)",0.158120774663815,0.95264116575592,0.612645342651502,1,-0.00511640530605878,100,10,"dynamic",2,549
"col(x)",0.144332618699478,0.959927140255009,0.582650294653362,1,0.0203575763782751,100,10,"dynamic",2,549
"ext(Int)",0.199585490841885,0.945355191256831,0.788667420434007,0.994535519125683,0.0273756210011034,100,10,"dynamic",2,549
"ext(x)",0.180104033014463,0.958105646630237,0.70438360889078,1,0.0159321014224194,100,10,"dynamic",2,549
"p(Int)",0.0968102876187983,0.923497267759563,0.361323697887192,1,-0.000395609474096694,100,10,"dynamic",2,549
"p(x)",0.0716739793721494,0.958105646630237,0.285280367435736,1,0.00110709794916697,100,10,"dynamic",2,549
"psi(Int)",0.673426728398326,0.974545454545454,1.85643448978187,0.885454545454545,0.140127516021879,100,12,"dynamic",2,550
"psi(x)",1.15853789849723,0.08,1.41596758110047,0.0309090909090909,-1.06508167449146,100,12,"dynamic",2,550
"col(Int)",0.132461235436364,0.972727272727273,0.545781688848994,1,0.00251304003831196,100,12,"dynamic",2,550
"col(x)",0.1318915661371,0.954545454545455,0.51586791207038,1,0.0128083629160238,100,12,"dynamic",2,550
"ext(Int)",0.188236135355069,0.947272727272727,0.72742536621666,0.996363636363636,0.0153862619838846,100,12,"dynamic",2,550
"ext(x)",0.164299355364094,0.96,0.649428918178435,1,0.0116105165986333,100,12,"dynamic",2,550
"p(Int)",0.0859381301691946,0.96,0.339157198295632,1,-0.00886052778833049,100,12,"dynamic",2,550
"p(x)",0.0696859039911114,0.932727272727273,0.267345510793588,1,0.0108532444315117,100,12,"dynamic",2,550
"psi(Int)",11.4449433757642,0.970856102003643,6.1978255872731,0.761384335154827,1.10112765383432,100,4,"dynamic",2,549
"psi(x)",6.01849151927972,0.136612021857924,3.64623226763365,0.0455373406193078,-1.56650456465787,100,4,"dynamic",2,549
"col(Int)",0.375493108137275,0.956284153005464,1.44656947373624,0.706739526411658,-0.0483969325304886,100,4,"dynamic",2,549
"col(x)",0.388602578464017,0.974499089253188,1.42058407109528,0.92896174863388,0.0847918733232511,100,4,"dynamic",2,549
"ext(Int)",0.33069286142663,0.963570127504554,1.26108171710847,0.799635701275046,0.0322265062639692,100,4,"dynamic",2,549
"ext(x)",0.323252937971188,0.967213114754098,1.18539872544127,0.961748633879781,0.0490112233269404,100,4,"dynamic",2,549
"p(Int)",0.141994728417563,0.934426229508197,0.504762280021746,1,-0.0151129673025609,100,4,"dynamic",2,549
"p(x)",0.111085249211573,0.934426229508197,0.399455679741444,0.992714025500911,0.0132157291685298,100,4,"dynamic",2,549
"psi(Int)",1.04373607581308,0.965454545454545,2.06498804086346,0.823636363636364,0.196783843024604,100,6,"dynamic",2,550
"psi(x)",1.29040463586211,0.109090909090909,1.53971554290924,0.0327272727272727,-1.10112156998702,100,6,"dynamic",2,550
"col(Int)",0.238060797283767,0.954545454545455,0.92417250626762,0.950909090909091,-0.02269111524905,100,6,"dynamic",2,550
"col(x)",0.233176667391781,0.958181818181818,0.899235833227928,0.998181818181818,0.0516952189903386,100,6,"dynamic",2,550
"ext(Int)",0.26464243096987,0.949090909090909,1.00566934568365,0.941818181818182,0.0226211571352104,100,6,"dynamic",2,550
"ext(x)",0.229330635493188,0.965454545454545,0.902133716537153,0.998181818181818,0.0280395259090751,100,6,"dynamic",2,550
"p(Int)",0.121635581574793,0.916363636363636,0.435581219593305,1,-0.00480930573302612,100,6,"dynamic",2,550
"p(x)",0.0924975987362518,0.930909090909091,0.343811377242422,1,0.00545982196568762,100,6,"dynamic",2,550
"psi(Int)",0.590321475278369,0.970909090909091,1.79641701434158,0.850909090909091,0.112998720474818,100,8,"dynamic",2,550
"psi(x)",1.12718688918681,0.0981818181818182,1.39471026929357,0.0236363636363636,-1.04189947386304,100,8,"dynamic",2,550
"col(Int)",0.182723858239604,0.952727272727273,0.724479276525914,0.996363636363636,-0.0105939223472137,100,8,"dynamic",2,550
"col(x)",0.185924329152131,0.943636363636364,0.697090715266412,1,0.0362194538216134,100,8,"dynamic",2,550
"ext(Int)",0.2445893348972,0.938181818181818,0.880662443771159,0.972727272727273,0.0413623747913259,100,8,"dynamic",2,550
"ext(x)",0.198193672614461,0.954545454545455,0.785608975128928,0.998181818181818,0.0170008056839537,100,8,"dynamic",2,550
"p(Int)",0.104869781964305,0.945454545454545,0.397592275029551,1,-0.00559266255914811,100,8,"dynamic",2,550
"p(x)",0.0810209574526115,0.936363636363636,0.313258006979988,1,-0.000167496036116099,100,8,"dynamic",2,550
"psi(Int)",18.502583405073,0.963235294117647,27.1448389032077,0.0422794117647059,4.61473920473886,30,10,"dynamic",2,544
"psi(x)",11.558610471677,0.647058823529412,17.3460053170979,0.0147058823529412,-1.11660282696043,30,10,"dynamic",2,544
"col(Int)",0.346192322382277,0.955882352941177,1.21477174453386,0.799632352941177,-0.00258075915241065,30,10,"dynamic",2,544
"col(x)",0.331146758291548,0.948529411764706,1.14113216521607,0.972426470588235,0.0678860952248144,30,10,"dynamic",2,544
"ext(Int)",0.46143095270226,0.941176470588235,1.54863618707911,0.667279411764706,0.0866548310284682,30,10,"dynamic",2,544
"ext(x)",0.423923674647833,0.955882352941177,1.38026305058707,0.858455882352941,0.0417539907427578,30,10,"dynamic",2,544
"p(Int)",0.177100732810498,0.939338235294118,0.654054426088021,1,-0.0136654933847741,30,10,"dynamic",2,544
"p(x)",0.14162430444082,0.922794117647059,0.503241320726523,0.972426470588235,0.0138626147802601,30,10,"dynamic",2,544
"psi(Int)",19.6320153224766,0.96875,29.2947278926139,0.0404411764705882,5.18466585004705,30,12,"dynamic",2,544
"psi(x)",11.7299468716713,0.641544117647059,17.5953749486315,0.0128676470588235,-2.64172107343119,30,12,"dynamic",2,544
"col(Int)",0.282331280858103,0.944852941176471,1.0550546666967,0.873161764705882,-0.00470673730903968,30,12,"dynamic",2,544
"col(x)",0.27793940599216,0.941176470588235,0.991047281933724,0.988970588235294,0.0603517438754264,30,12,"dynamic",2,544
"ext(Int)",0.397076721713645,0.935661764705882,1.38752716285657,0.711397058823529,0.0434214860794916,30,12,"dynamic",2,544
"ext(x)",0.342643503574676,0.952205882352941,1.22702668601546,0.904411764705882,0.0205670627204173,30,12,"dynamic",2,544
"p(Int)",0.171426848273587,0.926470588235294,0.609319713358372,1,-0.0145461252975894,30,12,"dynamic",2,544
"p(x)",0.126811799661795,0.9375,0.468580324546801,0.988970588235294,0.00419222378625572,30,12,"dynamic",2,544
"psi(Int)",17.1885750291024,0.954462659380692,29.2005473800924,0.0473588342440801,4.04120127006032,30,4,"dynamic",2,549
"psi(x)",10.7124265073834,0.701275045537341,19.0795183445729,0.029143897996357,-1.39842961239222,30,4,"dynamic",2,549
"col(Int)",3.66632962367301,0.987249544626594,5.63414533131903,0.234972677595628,-0.467084462469487,30,4,"dynamic",2,549
"col(x)",7.62223841514139,0.948998178506375,9.67708665709882,0.342440801457195,1.29996096575258,30,4,"dynamic",2,549
"ext(Int)",7.67915112179284,0.985428051001822,8.55278192861634,0.353369763205829,1.16447198119407,30,4,"dynamic",2,549
"ext(x)",8.15867028645407,0.954462659380692,10.8727151881924,0.397085610200364,1.28453471441151,30,4,"dynamic",2,549
"p(Int)",0.243081338897661,0.930783242258652,0.903594345980862,0.970856102003643,0.0126966490805087,30,4,"dynamic",2,549
"p(x)",0.193628330060397,0.919854280510018,0.706802800175002,0.748633879781421,-0.0451666073624424,30,4,"dynamic",2,549
"psi(Int)",16.6246090184575,0.968978102189781,22.7018452709793,0.041970802919708,3.74680926189411,30,6,"dynamic",2,548
"psi(x)",9.76807567213018,0.658759124087591,13.4929212177795,0.0164233576642336,-1.47120000514064,30,6,"dynamic",2,548
"col(Int)",1.37350115573585,0.974452554744526,2.17040791170444,0.509124087591241,-0.0557540775229127,30,6,"dynamic",2,548
"col(x)",3.15456705789604,0.950729927007299,2.53924516918027,0.779197080291971,0.326798634377984,30,6,"dynamic",2,548
"ext(Int)",0.757376152281558,0.963503649635037,2.28331273538891,0.509124087591241,0.161915408189485,30,6,"dynamic",2,548
"ext(x)",1.27213688900795,0.963503649635037,2.4909906051702,0.695255474452555,0.131460730738827,30,6,"dynamic",2,548
"p(Int)",0.213528740441904,0.916058394160584,0.7831235818087,0.998175182481752,-0.0184328533667518,30,6,"dynamic",2,548
"p(x)",0.162906746596805,0.930656934306569,0.604596189445195,0.897810218978102,0.00440078702546498,30,6,"dynamic",2,548
"psi(Int)",17.748820132944,0.965328467153285,24.9822206398537,0.0255474452554745,4.19683386520231,30,8,"dynamic",2,548
"psi(x)",10.41079221072,0.644160583941606,14.756654210823,0.0145985401459854,-1.82523249867494,30,8,"dynamic",2,548
"col(Int)",1.30840596240199,0.950729927007299,1.73018393245766,0.713503649635037,0.0444396660314793,30,8,"dynamic",2,548
"col(x)",3.08666169029303,0.952554744525547,2.17662700058405,0.932481751824818,0.268268642480178,30,8,"dynamic",2,548
"ext(Int)",0.496622666333912,0.967153284671533,1.72411926887304,0.58029197080292,0.103847434934121,30,8,"dynamic",2,548
"ext(x)",0.460976203399131,0.948905109489051,1.5390743927771,0.795620437956204,0.0392993045248566,30,8,"dynamic",2,548
"p(Int)",0.198562386502701,0.905109489051095,0.70727230265358,1,-0.00824666057482968,30,8,"dynamic",2,548
"p(x)",0.148245097359349,0.934306569343066,0.54640081534654,0.928832116788321,0.00583180204937483,30,8,"dynamic",2,548
"psi(Int)",15.680076942236,0.96316758747698,18.0411909854595,0.174953959484346,3.0568814550091,40,10,"dynamic",2,543
"psi(x)",9.40026396075715,0.561694290976059,10.8585214757499,0.0257826887661142,-2.2251485600825,40,10,"dynamic",2,543
"col(Int)",0.263347839998416,0.965009208103131,1.01789947297828,0.874769797421731,0.0135223845871847,40,10,"dynamic",2,543
"col(x)",0.280251059108319,0.948434622467772,0.971116135848282,0.996316758747698,0.0506992683251768,40,10,"dynamic",2,543
"ext(Int)",0.363191797107873,0.942909760589319,1.29128198162966,0.786372007366482,0.0567996318772103,40,10,"dynamic",2,543
"ext(x)",0.314460453610248,0.959484346224678,1.14397609704681,0.948434622467772,0.0306010779817498,40,10,"dynamic",2,543
"p(Int)",0.168002775059964,0.902394106813996,0.566014963560646,1,-0.0151744513155097,40,10,"dynamic",2,543
"p(x)",0.118199636060838,0.933701657458563,0.44029714708578,0.985267034990792,0.00249455039426039,40,10,"dynamic",2,543
"psi(Int)",14.8670444906386,0.966850828729282,14.6342084771818,0.178637200736648,2.59025932984808,40,12,"dynamic",2,543
"psi(x)",8.38183293908582,0.511970534069982,8.49508134392165,0.0202578268876611,-1.63757809265228,40,12,"dynamic",2,543
"col(Int)",0.22260131790954,0.953959484346225,0.888342904220755,0.948434622467772,0.0229285737250605,40,12,"dynamic",2,543
"col(x)",0.21827357457139,0.952117863720074,0.837651375431293,1,0.0305877672747872,40,12,"dynamic",2,543
"ext(Int)",0.318735170755231,0.948434622467772,1.18970430732107,0.815837937384899,0.0431131018067064,40,12,"dynamic",2,543
"ext(x)",0.276394049271592,0.959484346224678,1.05641185066555,0.96316758747698,0.0241731821790301,40,12,"dynamic",2,543
"p(Int)",0.13887278616802,0.952117863720074,0.531450853909845,1,-0.00906153672474153,40,12,"dynamic",2,543
"p(x)",0.102373643226978,0.970534069981584,0.412364689553303,0.998158379373849,-0.00350882725360624,40,12,"dynamic",2,543
"psi(Int)",14.8924513415793,0.969090909090909,14.7942392171784,0.138181818181818,2.66366336980636,40,4,"dynamic",2,550
"psi(x)",8.69340757451509,0.609090909090909,8.87106526018068,0.0454545454545455,-1.79263764899181,40,4,"dynamic",2,550
"col(Int)",1.54280906424926,0.981818181818182,3.35403950514385,0.252727272727273,-0.0456764332511795,40,4,"dynamic",2,550
"col(x)",6.68659898809393,0.963636363636364,6.79228094521123,0.498181818181818,0.929858330454326,40,4,"dynamic",2,550
"ext(Int)",2.77339742132385,0.981818181818182,3.06684746612007,0.434545454545455,0.00747997107547886,40,4,"dynamic",2,550
"ext(x)",3.21956981111601,0.974545454545454,3.24313272687807,0.649090909090909,0.336824855373749,40,4,"dynamic",2,550
"p(Int)",0.216470673523528,0.912727272727273,0.780046481614108,1,-0.0324749771945142,40,4,"dynamic",2,550
"p(x)",0.160299709112055,0.934545454545455,0.611553926513624,0.878181818181818,-0.0106845689171526,40,4,"dynamic",2,550
"psi(Int)",17.8899129130593,0.95985401459854,18.2034322315239,0.145985401459854,3.50312134709372,40,6,"dynamic",2,548
"psi(x)",10.3663127125298,0.552919708029197,11.0148460889565,0.0255474452554745,-1.50351188932031,40,6,"dynamic",2,548
"col(Int)",0.702150582152531,0.968978102189781,1.75821149181254,0.625912408759124,-0.0520354062244411,40,6,"dynamic",2,548
"col(x)",1.96290686845375,0.958029197080292,2.17679266977792,0.895985401459854,0.237736502316218,40,6,"dynamic",2,548
"ext(Int)",0.497202460842539,0.963503649635037,1.73040768903391,0.587591240875912,0.0650546858523987,40,6,"dynamic",2,548
"ext(x)",0.464195532622762,0.965328467153285,1.58782369697089,0.87956204379562,0.113712854445732,40,6,"dynamic",2,548
"p(Int)",0.198977354118095,0.895985401459854,0.677372115568544,0.998175182481752,-0.00996125361292664,40,6,"dynamic",2,548
"p(x)",0.14606838749143,0.917883211678832,0.528128568029876,0.941605839416058,-0.0191255715474425,40,6,"dynamic",2,548
"psi(Int)",13.8820550429196,0.976277372262774,13.7220432103841,0.156934306569343,2.52696809891614,40,8,"dynamic",2,548
"psi(x)",7.93756831694815,0.549270072992701,8.17029643632388,0.0182481751824818,-2.09435616702426,40,8,"dynamic",2,548
"col(Int)",0.34606069521548,0.95985401459854,1.23806021659844,0.777372262773723,-0.000928532278218726,40,8,"dynamic",2,548
"col(x)",0.335622950113893,0.963503649635037,1.18697521327298,0.974452554744526,0.059660987915942,40,8,"dynamic",2,548
"ext(Int)",0.419349662721752,0.937956204379562,1.49186555567983,0.697080291970803,0.0581870105546763,40,8,"dynamic",2,548
"ext(x)",0.389422499053033,0.963503649635037,1.35028323288832,0.905109489051095,0.0706055907526675,40,8,"dynamic",2,548
"p(Int)",0.175679713465175,0.917883211678832,0.623360723032287,1,-0.0334971504737242,40,8,"dynamic",2,548
"p(x)",0.124916802503856,0.948905109489051,0.485188850665387,0.985401459854015,0.0178680864523997,40,8,"dynamic",2,548
"psi(Int)",8.38504100945871,0.972627737226277,6.86226676452954,0.348540145985401,1.06319343478086,50,10,"dynamic",2,548
"psi(x)",4.79798729167545,0.403284671532847,4.35700405483288,0.0273722627737226,-1.44075774468418,50,10,"dynamic",2,548
"col(Int)",0.227495088718279,0.965328467153285,0.898431732550981,0.961678832116788,-0.00191662350235901,50,10,"dynamic",2,548
"col(x)",0.23069178011708,0.954379562043796,0.848297653351789,0.998175182481752,0.0268168648285323,50,10,"dynamic",2,548
"ext(Int)",0.312715413907668,0.945255474452555,1.15057805757521,0.846715328467153,0.016288059391833,50,10,"dynamic",2,548
"ext(x)",0.277898085520954,0.943430656934307,1.01978287181202,0.974452554744526,0.0281770092733589,50,10,"dynamic",2,548
"p(Int)",0.140355096602485,0.927007299270073,0.512691193022618,1,-0.0206636723557171,50,10,"dynamic",2,548
